A rose was helped by a dog .	rose ( 1 ) ; dog ( 6 ) ; help ( 3 ) AND theme ( 3 , 1 ) AND agent ( 3 , 6 )	in_distribution
The sailor dusted a boy .	* sailor ( 1 ) ; boy ( 4 ) ; dust ( 2 ) AND agent ( 2 , 1 ) AND theme ( 2 , 4 )	in_distribution
Emma rolled a teacher .	Emma ( 0 ) ; teacher ( 3 ) ; roll ( 1 ) AND agent ( 1 , 0 ) AND theme ( 1 , 3 )	in_distribution
Evelyn rolled the girl .	Evelyn ( 0 ) ; * girl ( 3 ) ; roll ( 1 ) AND agent ( 1 , 0 ) AND theme ( 1 , 3 )	in_distribution
A cake was forwarded to Levi by Charlotte .	cake ( 1 ) ; Levi ( 5 ) ; Charlotte ( 7 ) ; forward ( 3 ) AND theme ( 3 , 1 ) AND recipient ( 3 , 5 ) AND agent ( 3 , 7 )	in_distribution
The captain ate .	* captain ( 1 ) ; eat ( 2 ) AND agent ( 2 , 1 )	in_distribution
The girl needed to cook .	* girl ( 1 ) ; need ( 2 ) AND agent ( 2 , 1 ) AND xcomp ( 2 , 4 ) AND cook ( 4 ) AND agent ( 4 , 1 )	in_distribution
A cake rolled .	cake ( 1 ) ; roll ( 2 ) AND theme ( 2 , 1 )	in_distribution
The cookie was passed to Emma .	* cookie ( 1 ) ; Emma ( 5 ) ; pass ( 3 ) AND theme ( 3 , 1 ) AND recipient ( 3 , 5 )	in_distribution
Emma ate the ring beside a bed .	Emma ( 0 ) ; * ring ( 3 ) ; bed ( 6 ) ; eat ( 1 ) AND agent ( 1 , 0 ) AND theme ( 1 , 3 ) AND nmod . beside ( 3 , 6 )	in_distribution
A horse gave the cake beside a table to the mouse .	horse ( 6 ) ; * cake ( 1 ) ; table ( 4 ) ; * mouse ( 10 ) ; nmod . beside ( 1 , 4 ) AND give ( 7 ) AND agent ( 7 , 6 ) AND theme ( 7 , 1 ) AND recipient ( 7 , 10 )	in_distribution
Amelia gave Emma a strawberry .	Amelia ( 0 ) ; Emma ( 2 ) ; strawberry ( 4 ) ; give ( 1 ) AND agent ( 1 , 0 ) AND recipient ( 1 , 2 ) AND theme ( 1 , 4 )	in_distribution
A cat disintegrated a girl .	cat ( 1 ) ; girl ( 4 ) ; disintegrate ( 2 ) AND agent ( 2 , 1 ) AND theme ( 2 , 4 )	in_distribution
Eleanor sold Evelyn the cake .	Eleanor ( 0 ) ; Evelyn ( 5 ) ; * cake ( 10 ) ; sell ( 1 ) AND agent ( 1 , 0 ) AND recipient ( 1 , 5 ) AND theme ( 1 , 10 )	in_distribution
The book was lended to Benjamin by a cat .	* book ( 1 ) ; Benjamin ( 5 ) ; cat ( 8 ) ; lend ( 3 ) AND theme ( 3 , 1 ) AND recipient ( 3 , 5 ) AND agent ( 3 , 8 )	in_distribution
The cake was frozen by the giraffe .	* cake ( 1 ) ; * giraffe ( 6 ) ; freeze ( 3 ) AND theme ( 3 , 1 ) AND agent ( 3 , 6 )	in_distribution
The donut was studied .	* donut ( 1 ) ; study ( 3 ) AND theme ( 3 , 1 )	in_distribution
Isabella forwarded a box on a tree to Emma .	Isabella ( 0 ) ; box ( 3 ) ; tree ( 6 ) ; Emma ( 8 ) ; forward ( 1 ) AND agent ( 1 , 0 ) AND theme ( 1 , 3 ) AND recipient ( 1 , 8 ) AND nmod . on ( 3 , 6 )	in_distribution
A cake was stabbed by Scarlett .	cake ( 1 ) ; Scarlett ( 5 ) ; stab ( 3 ) AND theme ( 3 , 1 ) AND agent ( 3 , 5 )	in_distribution
A pencil was fed to Liam by the deer .	pencil ( 1 ) ; Liam ( 5 ) ; * deer ( 8 ) ; feed ( 3 ) AND theme ( 3 , 1 ) AND recipient ( 3 , 5 ) AND agent ( 3 , 8 )	in_distribution
