Zoe thought that a hippo cleaned .	think . agent ( x _ 1 , Zoe ) AND think . ccomp ( x _ 1 , x _ 5 ) AND hippo ( x _ 4 ) AND clean . agent ( x _ 5 , x _ 4 )	only_seen_as_unacc_subj_as_obj_omitted_transitive_subj
A cockroach gave a pretzel to Olivia .	cockroach ( x _ 1 ) AND give . agent ( x _ 2 , x _ 1 ) AND give . theme ( x _ 2 , x _ 4 ) AND give . recipient ( x _ 2 , Olivia ) AND pretzel ( x _ 4 )	obj_to_subj_common
The girl hoped that the hippo painted .	* girl ( x _ 1 ) ; * hippo ( x _ 5 ) ; hope . agent ( x _ 2 , x _ 1 ) AND hope . ccomp ( x _ 2 , x _ 6 ) AND paint . agent ( x _ 6 , x _ 5 )	only_seen_as_unacc_subj_as_obj_omitted_transitive_subj
The queen froze the strawberry in the cabinet beside the shoe on the chair in the box on a road on a rock on a bench in a cage beside the bed on a vessel on the table beside the book .	* queen ( x _ 1 ) ; * strawberry ( x _ 4 ) ; * cabinet ( x _ 7 ) ; * shoe ( x _ 10 ) ; * chair ( x _ 13 ) ; * box ( x _ 16 ) ; * bed ( x _ 31 ) ; * table ( x _ 37 ) ; * book ( x _ 40 ) ; freeze . agent ( x _ 2 , x _ 1 ) AND freeze . theme ( x _ 2 , x _ 4 ) AND strawberry . nmod . in ( x _ 4 , x _ 7 ) AND cabinet . nmod . beside ( x _ 7 , x _ 10 ) AND shoe . nmod . on ( x _ 10 , x _ 13 ) AND chair . nmod . in ( x _ 13 , x _ 16 ) AND box . nmod . on ( x _ 16 , x _ 19 ) AND road ( x _ 19 ) AND road . nmod . on ( x _ 19 , x _ 22 ) AND rock ( x _ 22 ) AND rock . nmod . on ( x _ 22 , x _ 25 ) AND bench ( x _ 25 ) AND bench . nmod . in ( x _ 25 , x _ 28 ) AND cage ( x _ 28 ) AND cage . nmod . beside ( x _ 28 , x _ 31 ) AND bed . nmod . on ( x _ 31 , x _ 34 ) AND vessel ( x _ 34 ) AND vessel . nmod . on ( x _ 34 , x _ 37 ) AND table . nmod . beside ( x _ 37 , x _ 40 )	pp_recursion
The cockroach loaned Liam the donut .	* cockroach ( x _ 1 ) ; * donut ( x _ 5 ) ; loan . agent ( x _ 2 , x _ 1 ) AND loan . recipient ( x _ 2 , Liam ) AND loan . theme ( x _ 2 , x _ 5 )	obj_to_subj_common
The baby on a tray in the house screamed .	* baby ( x _ 1 ) ; * house ( x _ 7 ) ; baby . nmod . on ( x _ 1 , x _ 4 ) AND tray ( x _ 4 ) AND tray . nmod . in ( x _ 4 , x _ 7 ) AND scream . agent ( x _ 8 , x _ 1 )	obj_pp_to_subj_pp
The spokesman in the house served Emma the rose .	* spokesman ( x _ 1 ) ; * house ( x _ 4 ) ; * rose ( x _ 8 ) ; spokesman . nmod . in ( x _ 1 , x _ 4 ) AND serve . agent ( x _ 5 , x _ 1 ) AND serve . recipient ( x _ 5 , Emma ) AND serve . theme ( x _ 5 , x _ 8 )	obj_pp_to_subj_pp
A donkey in the room sold Ella a donut .	* room ( x _ 4 ) ; donkey ( x _ 1 ) AND donkey . nmod . in ( x _ 1 , x _ 4 ) AND sell . agent ( x _ 5 , x _ 1 ) AND sell . recipient ( x _ 5 , Ella ) AND sell . theme ( x _ 5 , x _ 8 ) AND donut ( x _ 8 )	obj_pp_to_subj_pp
Noah liked that a cookie was blessed .	like . agent ( x _ 1 , Noah ) AND like . ccomp ( x _ 1 , x _ 6 ) AND cookie ( x _ 4 ) AND bless . theme ( x _ 6 , x _ 4 )	active_to_passive
A cat in the house was offered the cake by the boy beside a table .	* house ( x _ 4 ) ; * cake ( x _ 8 ) ; * boy ( x _ 11 ) ; cat ( x _ 1 ) AND cat . nmod . in ( x _ 1 , x _ 4 ) AND offer . recipient ( x _ 6 , x _ 1 ) AND offer . theme ( x _ 6 , x _ 8 ) AND offer . agent ( x _ 6 , x _ 11 ) AND boy . nmod . beside ( x _ 11 , x _ 14 ) AND table ( x _ 14 )	obj_pp_to_subj_pp
