Zoe thought that a hippo cleaned .	Zoe ( 47 ) ; hippo ( 8 ) ; think ( 2 ) AND agent ( 2 , 47 ) AND ccomp ( 2 , 38 ) AND clean ( 38 ) AND agent ( 38 , 8 )	only_seen_as_unacc_subj_as_obj_omitted_transitive_subj
A cockroach gave a pretzel to Olivia .	cockroach ( 51 ) ; pretzel ( 3 ) ; Olivia ( 56 ) ; give ( 8 ) AND agent ( 8 , 51 ) AND theme ( 8 , 3 ) AND recipient ( 8 , 56 )	obj_to_subj_common
The girl hoped that the hippo painted .	* girl ( 9 ) ; * hippo ( 3 ) ; hope ( 35 ) AND agent ( 35 , 9 ) AND ccomp ( 35 , 54 ) AND paint ( 54 ) AND agent ( 54 , 3 )	only_seen_as_unacc_subj_as_obj_omitted_transitive_subj
The queen froze the strawberry in the cabinet beside the shoe on the chair in the box on a road on a rock on a bench in a cage beside the bed on a vessel on the table beside the book .	* queen ( 15 ) ; * strawberry ( 0 ) ; * cabinet ( 16 ) ; * shoe ( 9 ) ; * chair ( 53 ) ; * box ( 52 ) ; road ( 7 ) ; rock ( 32 ) ; bench ( 4 ) ; cage ( 34 ) ; * bed ( 47 ) ; vessel ( 59 ) ; * table ( 22 ) ; * book ( 21 ) ; freeze ( 42 ) AND agent ( 42 , 15 ) AND theme ( 42 , 0 ) AND nmod . in ( 0 , 16 ) AND nmod . beside ( 16 , 9 ) AND nmod . on ( 9 , 53 ) AND nmod . in ( 53 , 52 ) AND nmod . on ( 52 , 7 ) AND nmod . on ( 7 , 32 ) AND nmod . on ( 32 , 4 ) AND nmod . in ( 4 , 34 ) AND nmod . beside ( 34 , 47 ) AND nmod . on ( 47 , 59 ) AND nmod . on ( 59 , 22 ) AND nmod . beside ( 22 , 21 )	pp_recursion
The cockroach loaned Liam the donut .	* cockroach ( 51 ) ; Liam ( 22 ) ; * donut ( 26 ) ; loan ( 31 ) AND agent ( 31 , 51 ) AND recipient ( 31 , 22 ) AND theme ( 31 , 26 )	obj_to_subj_common
The baby on a tray in the house screamed .	* baby ( 48 ) ; tray ( 33 ) ; * house ( 10 ) ; nmod . on ( 48 , 33 ) AND nmod . in ( 33 , 10 ) AND scream ( 40 ) AND agent ( 40 , 48 )	obj_pp_to_subj_pp
The spokesman in the house served Emma the rose .	* spokesman ( 11 ) ; * house ( 12 ) ; Emma ( 26 ) ; * rose ( 50 ) ; nmod . in ( 11 , 12 ) AND serve ( 21 ) AND agent ( 21 , 11 ) AND recipient ( 21 , 26 ) AND theme ( 21 , 50 )	obj_pp_to_subj_pp
A donkey in the room sold Ella a donut .	donkey ( 14 ) ; * room ( 7 ) ; Ella ( 35 ) ; donut ( 56 ) ; nmod . in ( 14 , 7 ) AND sell ( 41 ) AND agent ( 41 , 14 ) AND recipient ( 41 , 35 ) AND theme ( 41 , 56 )	obj_pp_to_subj_pp
Noah liked that a cookie was blessed .	Noah ( 16 ) ; cookie ( 38 ) ; like ( 54 ) AND agent ( 54 , 16 ) AND ccomp ( 54 , 12 ) AND bless ( 12 ) AND theme ( 12 , 38 )	active_to_passive
A cat in the house was offered the cake by the boy beside a table .	cat ( 35 ) ; * house ( 16 ) ; * cake ( 37 ) ; * boy ( 7 ) ; table ( 8 ) ; nmod . in ( 35 , 16 ) AND offer ( 59 ) AND recipient ( 59 , 35 ) AND theme ( 59 , 37 ) AND agent ( 59 , 7 ) AND nmod . beside ( 7 , 8 )	obj_pp_to_subj_pp
