Zoe thought that a hippo cleaned .	Zoe ( 0 ) ; hippo ( 4 ) ; think ( 1 ) AND agent ( 1 , 0 ) AND ccomp ( 1 , 5 ) AND clean ( 5 ) AND agent ( 5 , 4 )	only_seen_as_unacc_subj_as_obj_omitted_transitive_subj
A cockroach gave a pretzel to Olivia .	cockroach ( 1 ) ; pretzel ( 4 ) ; Olivia ( 6 ) ; give ( 2 ) AND agent ( 2 , 1 ) AND theme ( 2 , 4 ) AND recipient ( 2 , 6 )	obj_to_subj_common
The girl hoped that the hippo painted .	* girl ( 1 ) ; * hippo ( 5 ) ; hope ( 2 ) AND agent ( 2 , 1 ) AND ccomp ( 2 , 6 ) AND paint ( 6 ) AND agent ( 6 , 5 )	only_seen_as_unacc_subj_as_obj_omitted_transitive_subj
The queen froze the strawberry in the cabinet beside the shoe on the chair in the box on a road on a rock on a bench in a cage beside the bed on a vessel on the table beside the book .	* queen ( 1 ) ; * strawberry ( 4 ) ; * cabinet ( 7 ) ; * shoe ( 10 ) ; * chair ( 13 ) ; * box ( 16 ) ; road ( 19 ) ; rock ( 22 ) ; bench ( 25 ) ; cage ( 28 ) ; * bed ( 31 ) ; vessel ( 34 ) ; * table ( 37 ) ; * book ( 40 ) ; freeze ( 2 ) AND agent ( 2 , 1 ) AND theme ( 2 , 4 ) AND nmod . in ( 4 , 7 ) AND nmod . beside ( 7 , 10 ) AND nmod . on ( 10 , 13 ) AND nmod . in ( 13 , 16 ) AND nmod . on ( 16 , 19 ) AND nmod . on ( 19 , 22 ) AND nmod . on ( 22 , 25 ) AND nmod . in ( 25 , 28 ) AND nmod . beside ( 28 , 31 ) AND nmod . on ( 31 , 34 ) AND nmod . on ( 34 , 37 ) AND nmod . beside ( 37 , 40 )	pp_recursion
The cockroach loaned Liam the donut .	* cockroach ( 1 ) ; Liam ( 3 ) ; * donut ( 5 ) ; loan ( 2 ) AND agent ( 2 , 1 ) AND recipient ( 2 , 3 ) AND theme ( 2 , 5 )	obj_to_subj_common
The baby on a tray in the house screamed .	* baby ( 1 ) ; tray ( 4 ) ; * house ( 7 ) ; nmod . on ( 1 , 4 ) AND nmod . in ( 4 , 7 ) AND scream ( 8 ) AND agent ( 8 , 1 )	obj_pp_to_subj_pp
The spokesman in the house served Emma the rose .	* spokesman ( 1 ) ; * house ( 4 ) ; Emma ( 6 ) ; * rose ( 8 ) ; nmod . in ( 1 , 4 ) AND serve ( 5 ) AND agent ( 5 , 1 ) AND recipient ( 5 , 6 ) AND theme ( 5 , 8 )	obj_pp_to_subj_pp
A donkey in the room sold Ella a donut .	donkey ( 1 ) ; * room ( 4 ) ; Ella ( 6 ) ; donut ( 8 ) ; nmod . in ( 1 , 4 ) AND sell ( 5 ) AND agent ( 5 , 1 ) AND recipient ( 5 , 6 ) AND theme ( 5 , 8 )	obj_pp_to_subj_pp
Noah liked that a cookie was blessed .	Noah ( 0 ) ; cookie ( 4 ) ; like ( 1 ) AND agent ( 1 , 0 ) AND ccomp ( 1 , 6 ) AND bless ( 6 ) AND theme ( 6 , 4 )	active_to_passive
A cat in the house was offered the cake by the boy beside a table .	cat ( 1 ) ; * house ( 4 ) ; * cake ( 8 ) ; * boy ( 11 ) ; table ( 14 ) ; nmod . in ( 1 , 4 ) AND offer ( 6 ) AND recipient ( 6 , 1 ) AND theme ( 6 , 8 ) AND agent ( 6 , 11 ) AND nmod . beside ( 11 , 14 )	obj_pp_to_subj_pp
A politician ate the cake in a cup in the garden beside a bed in a house in a trailer in the car on the tree in the pod in a bag on a glacier in a condo .	politician ( 1 ) ; * cake ( 4 ) ; cup ( 7 ) ; * garden ( 10 ) ; bed ( 13 ) ; house ( 16 ) ; trailer ( 19 ) ; * car ( 22 ) ; * tree ( 25 ) ; * pod ( 28 ) ; bag ( 31 ) ; glacier ( 34 ) ; condo ( 37 ) ; eat ( 2 ) AND agent ( 2 , 1 ) AND theme ( 2 , 4 ) AND nmod . in ( 4 , 7 ) AND nmod . in ( 7 , 10 ) AND nmod . beside ( 10 , 13 ) AND nmod . in ( 13 , 16 ) AND nmod . in ( 16 , 19 ) AND nmod . in ( 19 , 22 ) AND nmod . on ( 22 , 25 ) AND nmod . in ( 25 , 28 ) AND nmod . in ( 28 , 31 ) AND nmod . on ( 31 , 34 ) AND nmod . in ( 34 , 37 )	pp_recursion
Olivia wished that a hippo dusted .	Olivia ( 0 ) ; hippo ( 4 ) ; wish ( 1 ) AND agent ( 1 , 0 ) AND ccomp ( 1 , 5 ) AND dust ( 5 ) AND agent ( 5 , 4 )	only_seen_as_unacc_subj_as_obj_omitted_transitive_subj
A cockroach cleaned the lollipop beside the stage .	cockroach ( 1 ) ; * lollipop ( 4 ) ; * stage ( 7 ) ; clean ( 2 ) AND agent ( 2 , 1 ) AND theme ( 2 , 4 ) AND nmod . beside ( 4 , 7 )	obj_to_subj_common
The donut on the mound was slid by a child on the computer .	* donut ( 1 ) ; * mound ( 4 ) ; child ( 9 ) ; * computer ( 12 ) ; nmod . on ( 1 , 4 ) AND slide ( 6 ) AND theme ( 6 , 1 ) AND agent ( 6 , 9 ) AND nmod . on ( 9 , 12 )	obj_pp_to_subj_pp
Emma admired that a hippo painted .	Emma ( 0 ) ; hippo ( 4 ) ; admire ( 1 ) AND agent ( 1 , 0 ) AND ccomp ( 1 , 5 ) AND paint ( 5 ) AND agent ( 5 , 4 )	only_seen_as_unacc_subj_as_obj_omitted_transitive_subj
The zebra sold Ethan a cake in a cupboard in a castle on the road in the hole beside the trainee on the table in a house in a room in the box beside a sailor in a microwave .	* zebra ( 1 ) ; Ethan ( 3 ) ; cake ( 5 ) ; cupboard ( 8 ) ; castle ( 11 ) ; * road ( 14 ) ; * hole ( 17 ) ; * trainee ( 20 ) ; * table ( 23 ) ; house ( 26 ) ; room ( 29 ) ; * box ( 32 ) ; sailor ( 35 ) ; microwave ( 38 ) ; sell ( 2 ) AND agent ( 2 , 1 ) AND recipient ( 2 , 3 ) AND theme ( 2 , 5 ) AND nmod . in ( 5 , 8 ) AND nmod . in ( 8 , 11 ) AND nmod . on ( 11 , 14 ) AND nmod . in ( 14 , 17 ) AND nmod . beside ( 17 , 20 ) AND nmod . on ( 20 , 23 ) AND nmod . in ( 23 , 26 ) AND nmod . in ( 26 , 29 ) AND nmod . in ( 29 , 32 ) AND nmod . beside ( 32 , 35 ) AND nmod . in ( 35 , 38 )	pp_recursion
A ball was blessed .	ball ( 1 ) ; bless ( 3 ) AND theme ( 3 , 1 )	active_to_passive
The dog in a bakery in the bag sneezed .	* dog ( 1 ) ; bakery ( 4 ) ; * bag ( 7 ) ; nmod . in ( 1 , 4 ) AND nmod . in ( 4 , 7 ) AND sneeze ( 8 ) AND agent ( 8 , 1 )	obj_pp_to_subj_pp
A girl on the stool on the table drew a frog .	girl ( 1 ) ; * stool ( 4 ) ; * table ( 7 ) ; frog ( 10 ) ; nmod . on ( 1 , 4 ) AND nmod . on ( 4 , 7 ) AND draw ( 8 ) AND agent ( 8 , 1 ) AND theme ( 8 , 10 )	obj_pp_to_subj_pp
A donut on a table grew .	donut ( 1 ) ; table ( 4 ) ; nmod . on ( 1 , 4 ) AND grow ( 5 ) AND theme ( 5 , 1 )	obj_pp_to_subj_pp
The cockroach ate Emma .	* cockroach ( 1 ) ; Emma ( 3 ) ; eat ( 2 ) AND agent ( 2 , 1 ) AND theme ( 2 , 3 )	obj_to_subj_common
The manager said that a cockroach froze Emma .	* manager ( 1 ) ; cockroach ( 5 ) ; Emma ( 7 ) ; say ( 2 ) AND agent ( 2 , 1 ) AND ccomp ( 2 , 6 ) AND freeze ( 6 ) AND agent ( 6 , 5 ) AND theme ( 6 , 7 )	obj_to_subj_common
The cockroach rented the cat a cookie in a room .	* cockroach ( 1 ) ; * cat ( 4 ) ; cookie ( 6 ) ; room ( 9 ) ; rent ( 2 ) AND agent ( 2 , 1 ) AND recipient ( 2 , 4 ) AND theme ( 2 , 6 ) AND nmod . in ( 6 , 9 )	obj_to_subj_common
The cockroach attempted to paint .	* cockroach ( 1 ) ; attempt ( 2 ) AND agent ( 2 , 1 ) AND xcomp ( 2 , 4 ) AND paint ( 4 ) AND agent ( 4 , 1 )	obj_to_subj_common
A cookie was blessed by Emma .	cookie ( 1 ) ; Emma ( 5 ) ; bless ( 3 ) AND theme ( 3 , 1 ) AND agent ( 3 , 5 )	active_to_passive
Luna hoped that the hippo ate .	Luna ( 0 ) ; * hippo ( 4 ) ; hope ( 1 ) AND agent ( 1 , 0 ) AND ccomp ( 1 , 5 ) AND eat ( 5 ) AND agent ( 5 , 4 )	only_seen_as_unacc_subj_as_obj_omitted_transitive_subj
